"replication","mse","coverage"
1,0.0162994472183881,0.998
2,0.00633691910779314,1
3,0.0176134158416254,1
4,0.012384315142506,0.996
5,0.0237257910250876,0.996
6,0.042680937314537,0.982
7,0.0195799317155875,0.963
8,0.026487908523179,0.985
9,0.0186564792841951,1
10,0.0147240007485314,1
11,0.0133852282716727,1
12,0.0223466844751327,0.989
13,0.0110138489673296,0.987
14,0.0140088761743676,1
15,0.0130661282152146,0.995
16,0.0366228787276064,0.928
17,0.0179499968963237,1
18,0.0155736118981444,0.997
19,0.0240383659057304,0.98
20,0.0250833217408766,1
21,0.0448522656953564,0.855
22,0.0179426584632432,0.997
23,0.022407270632074,0.961
24,0.036544639488967,0.977
25,0.0402287358712653,0.981
26,0.00826041067049147,1
27,0.0194594179141049,1
28,0.00829267811224515,1
29,0.00935373190712725,1
30,0.0120680208471482,1
31,0.0347675157664451,0.959
32,0.0200149603628095,1
33,0.0120952993242792,1
34,0.0517659013536526,0.907
35,0.0184864902719797,1
36,0.0234594843920597,0.995
37,0.0313025655694102,0.991
38,0.0337300174841574,0.997
39,0.0166943636712354,1
40,0.0148401378040867,1
41,0.0150362645732553,0.997
42,0.0233169007441933,0.99
43,0.0236276802150983,0.986
44,0.0538439853989982,0.982
45,0.0108250003006775,0.984
46,0.0341527014709795,0.93
47,0.0224764961489974,0.999
48,0.00887774914555366,1
49,0.00969095740741256,1
50,0.0276834566941936,0.978
51,0.0307349212664678,0.996
52,0.0344040965089695,0.974
53,0.0121690837960692,0.994
54,0.0165667863338149,0.96
55,0.0100582322682336,1
56,0.0189451152816541,0.961
57,0.0217532920527927,0.981
58,0.197825822153506,0.638
59,0.0181471553616469,1
60,0.0677749783900858,0.967
61,0.0338494158415,0.976
62,0.0165472365323537,1
63,0.0458368715027017,0.949
64,0.0402144576553388,0.935
65,0.0175230584643782,1
66,0.0142850940778908,1
67,0.0110686630450747,1
68,0.0225917131490674,0.994
69,0.00964765067763712,1
70,0.0118009472786079,1
71,0.0153813410598847,0.998
72,0.0191426379719437,0.979
73,0.0128273537326408,1
74,0.0288281349968478,0.992
75,0.016806374556114,0.998
76,0.0287628619952355,0.967
77,0.0314504529706271,0.986
78,0.0208751847698003,0.989
79,0.0295910815043461,0.999
80,0.010606959871255,1
81,0.0170075343952682,1
82,0.0056463904346298,1
83,0.0103382201001791,1
84,0.0103349717445822,1
85,0.0250004113598589,0.996
86,0.0362852904292381,0.998
87,0.0376894056841615,0.823
88,0.0042983875321237,1
89,0.0232644617566255,0.967
90,0.0235663657374749,0.955
91,0.0129940781412105,1
92,0.0292173483009045,0.979
93,0.0249650919180898,0.991
94,0.0139988063574538,0.993
95,0.0079374605160335,1
