"replication","mse","coverage"
1,0.224835038326641,0.152
2,0.159111924796139,0.314
3,0.138863678968779,0.357
4,0.145913005927952,0.354
5,0.0817508970778892,0.671
6,0.103781342373892,0.504
7,0.131371706967839,0.369
8,0.137392871018643,0.35
9,0.0891102132460224,0.68
10,0.10669033884231,0.517
11,0.186099915185561,0.177
12,0.246273435845213,0.146
13,0.0878014308436738,0.653
14,0.0982160524812316,0.633
15,0.0283973355889625,0.953
16,0.132817291701485,0.443
17,0.0650122363218444,0.756
18,0.0323019952775319,0.941
19,0.0713814014046085,0.732
20,0.0826111273147556,0.63
21,0.194141585637441,0.176
22,0.295233061308892,0.036
23,0.123158993385095,0.421
24,0.0649368711587638,0.774
25,0.0778447967989634,0.683
26,0.0397610164878813,0.902
27,0.0934677634817543,0.541
28,0.196512552886539,0.153
29,0.0175498707728092,0.983
30,0.196830088968289,0.208
31,0.0275542623881912,0.956
32,0.017229876891845,0.976
33,0.145442558002326,0.456
34,0.0937294459013111,0.539
35,0.243444103529859,0.036
36,0.0266200246952823,0.958
37,0.0833577270423102,0.652
38,0.06045174594722,0.809
39,0.023634905130914,0.967
40,0.233907587313531,0.079
41,0.0909786449391883,0.597
42,0.11389191898245,0.485
43,0.121949551629094,0.403
44,0.144887597527472,0.29
45,0.0941087776741118,0.618
46,0.121629108967803,0.48
47,0.108338350744056,0.547
48,0.223111698308634,0.11
49,0.0640553662271991,0.723
50,0.0509762096082246,0.852
51,0.145397797054312,0.392
52,0.0954843686452414,0.591
53,0.234789859963876,0.033
54,0.129936628982885,0.354
55,0.157345498486438,0.371
56,0.15982283768086,0.225
57,0.0939809375463623,0.592
58,0.111520676768769,0.5
59,0.225671382842499,0.08
60,0.285416038006418,0.104
61,0.116554706850636,0.453
62,0.0845150282975052,0.682
63,0.0530722751891707,0.856
64,0.0265372979061367,0.956
65,0.410444844869662,0.008
66,0.0430594615372563,0.908
67,0.10920619120204,0.601
68,0.0537360770083526,0.8
69,0.223604872756298,0.088
70,0.208770854481197,0.197
71,0.0222609352928369,0.965
72,0.151501765290321,0.253
73,0.145558744818267,0.375
74,0.139905982648647,0.309
75,0.241714803474167,0.111
76,0.261385542000921,0.042
77,0.0565776561026484,0.742
78,0.0982844833538931,0.607
79,0.0722702118084242,0.75
80,0.0655952999207851,0.744
81,0.244548612090911,0.033
82,0.135263599021172,0.405
83,0.098170233787913,0.583
84,0.21513231595522,0.195
85,0.311918974496043,0.016
86,0.126183115325105,0.451
87,0.221507950894538,0.148
88,0.143671909755134,0.397
89,0.0702824013041342,0.746
90,0.317097263712778,0.033
91,0.112296969369447,0.515
92,0.293738007900063,0.042
93,0.187269543032244,0.166
94,0.0867068542217003,0.574
95,0.245705757165066,0.09
96,0.111810106626332,0.435
97,0.20280089203366,0.186
98,0.170933983795829,0.248
99,0.0559096596818664,0.788
100,0.174992401316843,0.221
101,0.0293890816090192,0.934
102,0.170327205221985,0.229
103,0.295959061475594,0.073
104,0.215431574633461,0.168
105,0.26874316028703,0.093
106,0.098664300852886,0.562
107,0.117241540567503,0.485
108,0.172519533154923,0.242
109,0.0407624134350493,0.856
110,0.323361555545352,0.042
111,0.155920750271298,0.326
112,0.104672012592073,0.527
113,0.0605470768755889,0.753
114,0.128612829582916,0.366
115,0.134488605523483,0.479
116,0.0715852756500535,0.745
117,0.173498611930408,0.26
118,0.0162728107896234,0.991
119,0.0678780235345714,0.743
120,0.18610476196373,0.247
121,0.282291013042551,0.134
122,0.137611647539153,0.412
123,0.195798949601658,0.182
124,0.0694596686428477,0.724
125,0.143882822715765,0.294
126,0.121151252771138,0.498
127,0.0733448410579161,0.703
128,0.15036339649207,0.342
129,0.0730761204907142,0.691
130,0.02165250473046,0.964
131,0.0200572400272286,0.981
132,0.0345054785346629,0.93
133,0.0378554119818611,0.912
134,0.118285310649757,0.461
135,0.108969554724088,0.497
136,0.0629854538200533,0.791
137,0.114321686611991,0.378
138,0.233382047691027,0.096
139,0.118869393900289,0.415
140,0.0806492232276702,0.686
141,0.034129838114111,0.907
142,0.0888080453435584,0.621
143,0.0534334587225398,0.815
144,0.0614846572716979,0.799
145,0.126308775829793,0.495
146,0.0599272029666453,0.805
147,0.0660197130999174,0.73
148,0.0798170516008867,0.647
149,0.078717447774536,0.716
150,0.183808022006032,0.164
151,0.10111337363414,0.56
152,0.147225745710862,0.415
153,0.115603672825278,0.481
154,0.0846194755244217,0.657
155,0.156753683964198,0.297
156,0.371413766803154,0.039
157,0.118854567483952,0.448
158,0.177180896373329,0.272
159,0.173437084236611,0.184
160,0.0369161596384323,0.888
161,0.113770099782957,0.54
162,0.149856081071346,0.296
163,0.156258225400875,0.248
164,0.0637717917319182,0.76
165,0.0784466046683721,0.689
166,0.10970737592268,0.506
167,0.228718201552692,0.126
168,0.129666134326096,0.332
169,0.0949574493902662,0.628
170,0.146008488059743,0.411
171,0.0233914113937966,0.977
172,0.0851744018960827,0.637
173,0.155962200638868,0.304
174,0.106850463001685,0.545
175,0.210909373553554,0.191
176,0.226205606082674,0.078
177,0.0651355778206419,0.736
178,0.106314965018421,0.584
179,0.164800864505542,0.155
180,0.0620073170361646,0.775
181,0.0940728664887552,0.549
182,0.0755914543759512,0.686
183,0.168821707981025,0.24
184,0.070633767634263,0.708
185,0.163133788816188,0.312
186,0.142923693759567,0.351
187,0.121045568704121,0.492
188,0.0721024686830804,0.696
189,0.0867862197473352,0.651
190,0.0229052921143891,0.977
191,0.229411203558362,0.11
192,0.0725751565088781,0.656
193,0.17425722675728,0.226
194,0.0342196965760553,0.922
195,0.0996939635948886,0.564
196,0.186455615176047,0.241
197,0.0502062554313239,0.821
198,0.0573510160403718,0.816
199,0.0954826714724698,0.552
200,0.116165377358043,0.507
201,0.0973591706784162,0.562
202,0.0855045293698235,0.609
203,0.0744834556770394,0.685
204,0.179997929801066,0.306
205,0.11209469213345,0.504
206,0.102521678798812,0.533
207,0.035418977195477,0.907
208,0.267744959658451,0.028
209,0.06826644430441,0.723
210,0.135302608302057,0.352
211,0.0894062410136491,0.634
212,0.0918539818354683,0.639
213,0.0393289514050823,0.908
214,0.0479353526316221,0.855
215,0.125465495087688,0.444
216,0.0441236450191304,0.883
217,0.105753667829474,0.555
218,0.153678684121183,0.372
219,0.247272009355515,0.077
220,0.177716758586445,0.283
221,0.0553945781180404,0.81
222,0.083477758787157,0.677
223,0.0627630575141092,0.793
224,0.185635269514882,0.191
225,0.132064432109979,0.434
226,0.165246093778457,0.304
227,0.0669564425506683,0.766
228,0.0852407304936624,0.688
229,0.17381214339882,0.172
230,0.0925760074081711,0.599
231,0.129869929686866,0.381
232,0.0901222485012991,0.57
233,0.0323004434800021,0.906
234,0.15395250835074,0.305
235,0.0325476225146832,0.931
236,0.10275337102588,0.512
237,0.0736922625842717,0.735
238,0.105372020047903,0.506
239,0.0882759668279545,0.62
240,0.114609433873342,0.471
241,0.11593048796734,0.494
242,0.180884166029266,0.22
243,0.0590555352513835,0.775
244,0.11044907169411,0.625
245,0.22328197084679,0.089
246,0.109360209465667,0.558
247,0.0886284231023559,0.578
248,0.0519176723607892,0.817
249,0.139550610170259,0.383
250,0.196325460150636,0.196
251,0.164488991135804,0.228
252,0.151286494240874,0.372
253,0.246532781182524,0.062
254,0.102999332478858,0.566
255,0.117177840295384,0.489
256,0.0497398602466328,0.83
257,0.220166619051287,0.11
258,0.128457372228745,0.327
259,0.0522380958574552,0.813
260,0.234053546598128,0.159
261,0.0639706560698687,0.767
262,0.0957470418522386,0.615
263,0.105342920301773,0.484
264,0.16919718165394,0.241
265,0.162053514696721,0.256
266,0.259517549394851,0.1
267,0.0520187440805625,0.839
268,0.0819148361063811,0.631
269,0.121650942746858,0.423
270,0.0633703104125267,0.772
271,0.151352540770774,0.281
272,0.0183752373919084,0.99
273,0.151064338033686,0.319
