"replication","mse","coverage"
235,0.13997431755866,0.326
236,0.0995728669379826,0.559
237,0.246559653388297,0.05
238,0.0580190836586153,0.753
239,0.127840322232204,0.332
240,0.139469410552514,0.388
241,0.167505655463359,0.301
242,0.255995488280685,0.126
243,0.0255153442996949,0.959
244,0.248750102238742,0.096
245,0.198788855460517,0.274
246,0.290833763780885,0.036
247,0.256190486042769,0.069
248,0.0248840907825149,0.962
249,0.0678468055249941,0.722
250,0.092705320361236,0.636
251,0.0403501085196236,0.869
252,0.239225394438998,0.144
253,0.0480104319731408,0.837
254,0.0236225906858233,0.964
255,0.279163872844478,0.048
256,0.0698691146332742,0.734
257,0.181988211028899,0.293
258,0.0919195268645371,0.652
259,0.185346743452009,0.301
260,0.116778559625644,0.423
261,0.194298001920956,0.26
262,0.0769151085328607,0.663
263,0.0940845391387193,0.587
264,0.168332257536764,0.235
265,0.166668143514076,0.279
266,0.1355739794632,0.388
267,0.163292310448457,0.302
268,0.155074010599819,0.368
269,0.0940169032261834,0.581
270,0.0761285802960564,0.699
271,0.101017860333651,0.568
272,0.24354322295172,0.055
273,0.0997033354469836,0.561
274,0.163125873721268,0.315
275,0.0295462468839442,0.946
276,0.0893189909044286,0.627
277,0.0784562084147288,0.696
278,0.152652208607564,0.306
279,0.0919257542292759,0.59
280,0.0545884876315792,0.783
281,0.151480726171264,0.305
282,0.13245890616868,0.42
283,0.245015684028301,0.193
284,0.194800931515487,0.208
285,0.115282652834775,0.409
286,0.168111770167571,0.331
287,0.110888803755129,0.482
288,0.0619160778102624,0.811
289,0.107060353861961,0.5
290,0.168870935503721,0.212
291,0.21492394238145,0.185
292,0.16276295518066,0.276
293,0.105140451453355,0.518
294,0.169016004830983,0.277
295,0.0472382379450934,0.888
296,0.0539656208112592,0.828
297,0.045762084667413,0.884
298,0.0918972242102168,0.585
299,0.110500647423765,0.494
300,0.149862698838637,0.348
301,0.0937808894151322,0.591
302,0.119596933590425,0.467
303,0.0350487703932847,0.923
304,0.215360862112953,0.15
305,0.0822291673596083,0.628
306,0.0651310973898942,0.754
307,0.0623643312647647,0.774
308,0.113737830646426,0.464
309,0.191012931191849,0.158
310,0.0670372756513465,0.781
311,0.0259028327518398,0.966
312,0.0791341519967125,0.681
313,0.145615166801393,0.394
314,0.0457341582691214,0.869
315,0.0449819679060799,0.862
316,0.124847772744868,0.443
317,0.120340888554174,0.436
318,0.186600307918252,0.152
319,0.0774042039814715,0.658
320,0.190796684431325,0.189
321,0.0749214197098032,0.748
322,0.128132166038686,0.401
323,0.111926349975145,0.516
324,0.0551638823936395,0.889
325,0.0689726809131744,0.757
326,0.107578756499497,0.514
327,0.0651458608613782,0.783
328,0.163195814512756,0.283
329,0.172927883130382,0.227
330,0.312193470265749,0.036
331,0.147178740589806,0.357
332,0.042370191038072,0.905
333,0.0788064166146733,0.669
334,0.0452441408911881,0.881
335,0.0282218492425364,0.954
336,0.0487612430427745,0.838
337,0.0256194312750724,0.956
338,0.199426102906541,0.124
339,0.314547859723082,0.016
340,0.071122533580103,0.744
341,0.120702829084571,0.459
342,0.18702570640701,0.19
343,0.328127373969544,0.015
344,0.129228044473861,0.349
345,0.171385568911382,0.195
346,0.0307130283792794,0.933
347,0.033563379385375,0.93
348,0.0295504822274218,0.937
349,0.131455260814693,0.402
350,0.108085492830406,0.505
351,0.138929417044257,0.365
352,0.102984492868633,0.561
353,0.071630543735234,0.809
354,0.269043326759761,0.033
355,0.20179495791369,0.134
356,0.0244050800922486,0.949
357,0.126892338842732,0.511
358,0.0501866424917491,0.81
359,0.0180159905836702,0.983
360,0.180563289706791,0.234
361,0.0668077532675233,0.758
362,0.0661029719517153,0.749
363,0.0775808550022464,0.7
364,0.125441991700416,0.415
365,0.0435942683891042,0.881
366,0.233824717252391,0.13
367,0.194884857235393,0.213
368,0.0659778252693455,0.745
369,0.0974411196510568,0.588
370,0.25926261510387,0.086
371,0.197791860499553,0.154
372,0.10244576577563,0.522
373,0.0865931104402954,0.652
374,0.0536817157071555,0.837
375,0.10314940327958,0.516
376,0.175681987754631,0.191
377,0.114387796370086,0.416
378,0.0251895870169329,0.962
379,0.105425963858315,0.625
380,0.0662467116771673,0.742
381,0.0857099562015079,0.638
382,0.135565545459779,0.358
383,0.196956377655547,0.236
384,0.0305371577960955,0.925
385,0.174578110294881,0.217
386,0.0715996635395448,0.741
387,0.143469752875779,0.367
388,0.242935361061918,0.055
389,0.104852633308191,0.478
390,0.0885127315767631,0.608
391,0.200883849712491,0.148
392,0.138528879812282,0.399
393,0.0971639014841717,0.561
394,0.168934091137796,0.317
395,0.0470485615209573,0.857
396,0.130238516241154,0.45
397,0.0267857616427625,0.944
398,0.269032580493862,0.091
399,0.101277416493433,0.583
400,0.0582934868416211,0.788
401,0.207598750418246,0.175
402,0.144270909244299,0.269
403,0.160692064494857,0.252
404,0.125578133153587,0.405
405,0.193405725687913,0.17
406,0.224846039389389,0.079
407,0.152727592177465,0.425
408,0.0899717615996035,0.644
409,0.180083686474004,0.247
410,0.140775829876274,0.39
411,0.0966688727668784,0.574
412,0.094100540252837,0.529
413,0.125155935315907,0.468
414,0.032354808563119,0.908
415,0.175107736309418,0.184
416,0.147191154063031,0.322
417,0.136682766385667,0.369
418,0.0495631259250861,0.823
419,0.168865207536222,0.266
420,0.0422048309958609,0.918
421,0.214765187263329,0.157
422,0.148677440817911,0.34
423,0.209517794908645,0.22
424,0.077767749770185,0.761
425,0.183363005224696,0.258
426,0.08003715313944,0.704
427,0.0445137301476529,0.897
428,0.0398878937098249,0.909
429,0.119535435248219,0.462
430,0.0773488700267508,0.686
431,0.122823488685218,0.422
432,0.10623713787451,0.554
433,0.134642085829641,0.381
434,0.0883064212256043,0.625
435,0.139371657382456,0.361
436,0.152811634951443,0.24
437,0.159916083642236,0.227
438,0.0985300656105389,0.559
439,0.235096714604635,0.062
440,0.0646696136458692,0.768
441,0.152591749265113,0.319
442,0.0363995022320957,0.942
443,0.263531873711492,0.124
444,0.0287220798655615,0.97
445,0.13722485754496,0.324
446,0.134454166349685,0.436
447,0.0948887990748231,0.539
448,0.103893377939709,0.592
449,0.0658318920416424,0.771
450,0.072697352634595,0.741
451,0.0517652321982759,0.843
452,0.186649624923178,0.232
453,0.071159096660996,0.708
454,0.142070592983106,0.323
455,0.0313634250808112,0.918
456,0.0587737110411782,0.799
457,0.0728240945181343,0.706
458,0.400049994543228,0.002
459,0.185887350984084,0.214
460,0.0740021792933259,0.7
461,0.226517965614482,0.039
462,0.092714570542739,0.601
463,0.0792203594962144,0.671
464,0.163771056013947,0.43
465,0.161704688521794,0.335
466,0.134398612429004,0.42
467,0.288582153652423,0.023
468,0.0727408009091496,0.726
469,0.20831636489634,0.115
470,0.0895000790059209,0.676
471,0.0784193419556288,0.711
472,0.125630177465284,0.393
473,0.0719359279317814,0.726
474,0.0696473083087712,0.749
475,0.235677916603306,0.127
476,0.0968816494206634,0.618
477,0.0729806400195635,0.741
478,0.0728982506042515,0.692
479,0.241296336558905,0.134
480,0.272518507979089,0.11
481,0.0865370388691322,0.603
482,0.130381287217902,0.308
483,0.098030047844947,0.606
484,0.248390677380132,0.05
485,0.0370450857424872,0.899
486,0.0540568027514877,0.784
487,0.155035654612092,0.306
488,0.0944559156162851,0.672
489,0.239056241728201,0.128
490,0.0521377232700186,0.855
491,0.0881795030669475,0.595
492,0.110609219179236,0.478
493,0.160440303324868,0.234
494,0.14659313226638,0.318
495,0.151460434205225,0.392
496,0.203004253322293,0.133
497,0.195057547379926,0.178
498,0.0976921371320457,0.528
499,0.0695355764388802,0.727
500,0.152191223251898,0.39
